Cycle,OpSet1,OpSet2,OpSet3,SensorMeasure1,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure5,SensorMeasure6,SensorMeasure7,SensorMeasure8,SensorMeasure9,SensorMeasure10,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure14,SensorMeasure15,SensorMeasure16,SensorMeasure17,SensorMeasure18,SensorMeasure19,SensorMeasure20,SensorMeasure21,labels
12,-0.0002,-0.0003,100.0,518.67,642.94,1589.89,1403.65,14.62,21.61,553.93,2388.07,9050.49,1.3,47.35,521.96,2388.06,8133.39,8.4479,0.03,394,2388,100.0,38.9,23.2834,0
13,-0.0012,-0.0001,100.0,518.67,642.65,1593.23,1411.14,14.62,21.61,554.25,2388.06,9049.57,1.3,47.37,521.82,2388.05,8133.46,8.4185,0.03,392,2388,100.0,38.88,23.2695,0
14,-0.0019,-0.0003,100.0,518.67,642.71,1591.01,1406.81,14.62,21.61,553.64,2388.01,9061.2,1.3,47.29,521.47,2388.04,8136.02,8.4115,0.03,392,2388,100.0,38.72,23.2751,0
15,-0.0016,0.0003,100.0,518.67,642.57,1589.93,1408.41,14.62,21.61,553.97,2388.11,9054.98,1.3,47.53,521.57,2388.05,8138.92,8.4224,0.03,393,2388,100.0,38.93,23.4089,0
16,0.0004,0.0004,100.0,518.67,641.77,1590.03,1405.74,14.62,21.61,553.71,2388.09,9062.29,1.3,47.23,521.94,2388.08,8137.18,8.423,0.03,390,2388,100.0,38.84,23.3247,0
17,-0.0024,-0.0,100.0,518.67,642.29,1580.63,1404.62,14.62,21.61,553.82,2388.11,9050.25,1.3,47.52,521.49,2388.05,8134.21,8.4151,0.03,393,2388,100.0,38.81,23.2976,0
18,0.0021,0.0,100.0,518.67,642.24,1586.49,1397.58,14.62,21.61,554.23,2388.04,9065.42,1.3,47.45,521.43,2388.05,8135.02,8.4881,0.03,391,2388,100.0,38.73,23.4226,0
19,-0.0024,-0.0002,100.0,518.67,643.03,1590.79,1408.29,14.62,21.61,553.69,2388.08,9054.43,1.3,47.38,521.76,2388.08,8140.91,8.3812,0.03,393,2388,100.0,38.84,23.3519,0
20,-0.0019,0.0,100.0,518.67,642.4,1599.91,1401.64,14.62,21.61,553.17,2388.11,9056.22,1.3,47.51,522.0,2388.08,8140.71,8.419,0.03,391,2388,100.0,38.94,23.2576,0
21,-0.0021,-0.0002,100.0,518.67,642.89,1589.18,1405.67,14.62,21.61,553.3,2388.01,9055.16,1.3,47.27,521.83,2388.07,8132.44,8.4127,0.03,394,2388,100.0,38.9,23.414,0
22,-0.0035,-0.0004,100.0,518.67,642.05,1584.66,1405.69,14.62,21.61,554.26,2388.1,9066.71,1.3,47.53,521.76,2388.04,8141.19,8.3938,0.03,392,2388,100.0,38.93,23.2825,0
23,0.0007,0.0004,100.0,518.67,641.93,1582.76,1401.57,14.62,21.61,553.85,2388.07,9051.4,1.3,47.41,521.71,2388.07,8133.72,8.4532,0.03,393,2388,100.0,38.88,23.1455,0
24,0.0048,-0.0002,100.0,518.67,642.39,1588.81,1402.75,14.62,21.61,553.85,2388.08,9056.51,1.3,47.45,521.6,2388.06,8134.12,8.4456,0.03,393,2388,100.0,38.82,23.4128,0
25,-0.0037,-0.0003,100.0,518.67,642.2,1589.02,1401.23,14.62,21.61,554.61,2388.09,9058.14,1.3,47.52,521.68,2388.0,8139.81,8.426,0.03,391,2388,100.0,38.99,23.3421,0
26,0.0006,0.0004,100.0,518.67,642.33,1586.72,1402.2,14.62,21.61,554.14,2388.08,9057.72,1.3,47.47,521.11,2388.03,8136.07,8.4379,0.03,391,2388,100.0,39.01,23.2874,0
27,0.0004,0.0002,100.0,518.67,642.29,1575.18,1399.29,14.62,21.61,553.65,2388.04,9057.94,1.3,47.55,521.68,2388.05,8141.7,8.46,0.03,392,2388,100.0,38.88,23.3581,0
28,0.0017,-0.0,100.0,518.67,642.31,1583.44,1396.14,14.62,21.61,553.54,2388.1,9056.73,1.3,47.37,521.83,2388.06,8140.16,8.4335,0.03,392,2388,100.0,39.0,23.4579,0
29,-0.0019,0.0002,100.0,518.67,642.44,1585.18,1403.54,14.62,21.61,553.54,2388.06,9056.72,1.3,47.19,522.2,2388.11,8138.02,8.425,0.03,392,2388,100.0,38.86,23.3602,0
30,0.0011,0.0002,100.0,518.67,642.68,1593.77,1401.79,14.62,21.61,554.44,2388.08,9060.03,1.3,47.42,521.98,2388.14,8142.19,8.4097,0.03,392,2388,100.0,39.04,23.2806,0
31,0.0011,0.0003,100.0,518.67,642.28,1586.43,1404.75,14.62,21.61,553.68,2388.07,9056.8,1.3,47.3,521.78,2388.03,8143.18,8.41,0.03,392,2388,100.0,38.99,23.389,0
32,0.0014,0.0002,100.0,518.67,642.47,1592.37,1410.15,14.62,21.61,553.48,2388.03,9060.7,1.3,47.41,521.93,2388.14,8135.03,8.4292,0.03,390,2388,100.0,39.03,23.2423,0
33,-0.0004,-0.0004,100.0,518.67,642.87,1595.3,1407.11,14.62,21.61,553.56,2388.13,9053.92,1.3,47.42,522.35,2388.11,8135.72,8.4131,0.03,393,2388,100.0,38.92,23.4104,0
34,0.0023,0.0002,100.0,518.67,641.92,1580.91,1400.94,14.62,21.61,553.83,2388.09,9059.26,1.3,47.39,522.17,2388.05,8133.76,8.4302,0.03,393,2388,100.0,39.15,23.3426,0
35,0.0014,0.0003,100.0,518.67,643.04,1589.11,1403.78,14.62,21.61,552.86,2388.12,9059.42,1.3,47.37,521.24,2388.09,8136.81,8.4041,0.03,393,2388,100.0,39.0,23.3107,0
36,0.0013,-0.0004,100.0,518.67,642.58,1587.15,1405.39,14.62,21.61,553.53,2388.07,9052.77,1.3,47.33,521.92,2388.09,8139.21,8.442,0.03,392,2388,100.0,38.85,23.3526,0
37,-0.0027,0.0003,100.0,518.67,642.77,1587.46,1408.7,14.62,21.61,554.52,2388.07,9050.32,1.3,47.48,521.6,2388.07,8137.12,8.4301,0.03,393,2388,100.0,38.94,23.2114,0
38,0.0022,0.0004,100.0,518.67,642.73,1583.45,1407.37,14.62,21.61,553.82,2388.09,9059.34,1.3,47.3,521.62,2388.07,8135.33,8.4202,0.03,392,2388,100.0,38.8,23.3074,0
39,-0.0,-0.0002,100.0,518.67,642.11,1589.78,1410.86,14.62,21.61,553.36,2388.08,9056.68,1.3,47.44,522.18,2388.05,8139.8,8.4328,0.03,394,2388,100.0,38.67,23.4003,0
40,0.0,-0.0001,100.0,518.67,642.26,1588.34,1400.62,14.62,21.61,554.24,2388.01,9052.98,1.3,47.3,521.6,2388.09,8135.03,8.4281,0.03,393,2388,100.0,39.01,23.3658,0
41,-0.0016,-0.0001,100.0,518.67,642.58,1597.3,1404.7,14.62,21.61,553.83,2388.07,9057.85,1.3,47.32,521.6,2388.09,8138.21,8.4405,0.03,392,2388,100.0,38.77,23.3739,0
42,0.0014,0.0004,100.0,518.67,642.37,1588.88,1396.36,14.62,21.61,553.5,2388.04,9051.61,1.3,47.31,522.04,2388.05,8136.38,8.4156,0.03,393,2388,100.0,38.92,23.3558,0
43,0.0023,0.0001,100.0,518.67,642.1,1588.21,1405.98,14.62,21.61,553.9,2388.06,9058.87,1.3,47.45,521.69,2388.0,8135.55,8.3964,0.03,393,2388,100.0,38.66,23.2824,0
44,0.0031,-0.0002,100.0,518.67,642.35,1590.98,1403.15,14.62,21.61,554.02,2388.05,9062.39,1.3,47.37,521.82,2388.08,8140.57,8.4104,0.03,392,2388,100.0,38.95,23.3621,0
45,0.0006,-0.0001,100.0,518.67,642.36,1594.01,1408.7,14.62,21.61,553.7,2388.14,9056.68,1.3,47.25,521.58,2388.08,8137.85,8.4516,0.03,393,2388,100.0,38.96,23.3559,0
46,-0.0029,-0.0002,100.0,518.67,642.18,1586.41,1402.75,14.62,21.61,553.37,2388.06,9058.38,1.3,47.29,521.78,2388.03,8137.55,8.4215,0.03,393,2388,100.0,39.03,23.3918,0
47,0.0015,-0.0002,100.0,518.67,642.15,1589.3,1412.5,14.62,21.61,553.48,2388.1,9061.52,1.3,47.54,522.04,2388.06,8133.24,8.4109,0.03,393,2388,100.0,38.81,23.2975,0
48,0.0005,-0.0002,100.0,518.67,642.03,1587.09,1404.27,14.62,21.61,553.9,2388.12,9050.74,1.3,47.65,521.91,2388.13,8134.6,8.4559,0.03,392,2388,100.0,39.02,23.2472,0
49,0.0001,-0.0004,100.0,518.67,641.85,1588.59,1399.82,14.62,21.61,553.23,2388.06,9053.53,1.3,47.28,521.28,2388.08,8136.44,8.4237,0.03,393,2388,100.0,38.83,23.2883,0
50,0.0013,-0.0002,100.0,518.67,641.98,1582.19,1406.28,14.62,21.61,554.21,2388.07,9055.96,1.3,47.31,521.38,2388.16,8140.14,8.4228,0.03,391,2388,100.0,38.8,23.2923,0
51,-0.0013,-0.0,100.0,518.67,642.48,1582.14,1403.88,14.62,21.61,552.98,2388.11,9056.31,1.3,47.2,522.06,2388.12,8145.91,8.4116,0.03,392,2388,100.0,38.84,23.3464,0
52,0.0004,0.0004,100.0,518.67,642.73,1589.4,1395.08,14.62,21.61,554.16,2388.13,9057.17,1.3,47.42,521.53,2388.04,8134.7,8.4049,0.03,395,2388,100.0,38.95,23.3385,0
53,0.0002,0.0002,100.0,518.67,642.39,1585.19,1409.19,14.62,21.61,553.17,2388.06,9049.57,1.3,47.46,521.86,2388.1,8140.73,8.4477,0.03,392,2388,100.0,38.83,23.3343,0
54,0.0019,-0.0002,100.0,518.67,642.59,1592.26,1400.94,14.62,21.61,553.68,2388.12,9061.41,1.3,47.37,521.66,2388.07,8134.34,8.4335,0.03,393,2388,100.0,38.88,23.3806,0
55,-0.0026,-0.0003,100.0,518.67,642.66,1589.41,1402.81,14.62,21.61,553.43,2388.08,9058.89,1.3,47.55,521.16,2388.08,8137.49,8.4207,0.03,395,2388,100.0,38.9,23.3085,0
56,-0.0013,0.0001,100.0,518.67,642.65,1587.8,1405.25,14.62,21.61,553.69,2388.07,9059.13,1.3,47.44,521.15,2388.13,8133.54,8.4867,0.03,393,2388,100.0,38.89,23.3273,0
57,-0.0023,0.0002,100.0,518.67,641.99,1593.37,1405.54,14.62,21.61,553.63,2388.07,9053.14,1.3,47.36,521.47,2388.07,8136.52,8.4304,0.03,392,2388,100.0,38.84,23.2783,0
58,0.0004,0.0003,100.0,518.67,642.68,1589.63,1405.59,14.62,21.61,554.05,2388.12,9054.86,1.3,47.47,521.8,2388.08,8135.32,8.4399,0.03,393,2388,100.0,38.77,23.2774,0
59,0.0019,-0.0001,100.0,518.67,642.22,1583.56,1402.57,14.62,21.61,553.24,2388.12,9061.22,1.3,47.49,521.48,2388.08,8136.79,8.4192,0.03,393,2388,100.0,38.97,23.2421,0
60,-0.0024,0.0004,100.0,518.67,642.44,1590.26,1409.87,14.62,21.61,553.73,2388.12,9058.06,1.3,47.35,521.66,2388.11,8140.51,8.3965,0.03,392,2388,100.0,38.78,23.3613,0
61,0.0014,0.0003,100.0,518.67,642.32,1585.02,1404.87,14.62,21.61,553.99,2388.11,9055.05,1.3,47.41,521.79,2388.07,8134.96,8.4466,0.03,391,2388,100.0,38.93,23.2574,0
62,0.0023,0.0001,100.0,518.67,642.44,1587.88,1412.54,14.62,21.61,554.48,2388.09,9059.6,1.3,47.51,521.9,2388.09,8144.6,8.4124,0.03,394,2388,100.0,38.68,23.3712,0
63,-0.0027,0.0003,100.0,518.67,642.94,1587.05,1403.69,14.62,21.61,553.77,2388.12,9062.57,1.3,47.4,522.14,2388.08,8131.59,8.394,0.03,392,2388,100.0,38.82,23.3178,0
64,-0.0022,0.0005,100.0,518.67,642.22,1593.28,1403.03,14.62,21.61,553.33,2388.09,9058.14,1.3,47.56,521.69,2388.11,8137.37,8.4204,0.03,393,2388,100.0,38.96,23.3336,0
65,-0.0002,0.0003,100.0,518.67,642.67,1594.52,1403.44,14.62,21.61,553.54,2388.08,9060.21,1.3,47.57,521.5,2388.11,8135.2,8.4738,0.03,391,2388,100.0,38.9,23.3075,0
66,-0.0006,-0.0003,100.0,518.67,642.49,1583.85,1409.31,14.62,21.61,553.55,2388.11,9053.14,1.3,47.53,522.17,2388.06,8137.67,8.4522,0.03,393,2388,100.0,38.75,23.3093,0
67,0.0017,-0.0001,100.0,518.67,643.0,1587.75,1404.18,14.62,21.61,553.63,2388.11,9055.31,1.3,47.42,521.25,2388.1,8137.04,8.475,0.03,394,2388,100.0,38.89,23.3119,0
68,-0.001,-0.0003,100.0,518.67,642.62,1589.78,1409.4,14.62,21.61,553.45,2388.11,9052.7,1.3,47.62,521.6,2388.09,8138.13,8.4284,0.03,393,2388,100.0,38.87,23.3728,0
69,0.0026,0.0001,100.0,518.67,642.3,1585.84,1403.54,14.62,21.61,553.4,2388.17,9059.29,1.3,47.53,522.0,2388.07,8130.62,8.4291,0.03,393,2388,100.0,38.91,23.3572,0
70,0.0012,0.0005,100.0,518.67,642.44,1587.6,1411.35,14.62,21.61,553.83,2388.11,9049.5,1.3,47.46,521.53,2388.05,8132.27,8.4026,0.03,392,2388,100.0,38.93,23.4285,0
71,-0.0014,-0.0005,100.0,518.67,642.83,1590.23,1406.23,14.62,21.61,553.0,2388.09,9050.21,1.3,47.45,521.83,2388.1,8134.2,8.4569,0.03,393,2388,100.0,38.68,23.3284,0
72,0.0021,0.0001,100.0,518.67,642.94,1586.02,1403.27,14.62,21.61,554.26,2388.1,9053.14,1.3,47.47,521.81,2388.1,8137.2,8.4223,0.03,394,2388,100.0,38.95,23.3153,0
73,-0.0006,-0.0003,100.0,518.67,642.62,1588.11,1405.32,14.62,21.61,553.69,2388.09,9054.14,1.3,47.34,521.78,2388.1,8140.1,8.4492,0.03,394,2388,100.0,38.82,23.3029,0
74,0.0023,-0.0005,100.0,518.67,642.13,1590.45,1411.11,14.62,21.61,553.69,2388.11,9052.69,1.3,47.49,521.07,2388.14,8134.36,8.4351,0.03,389,2388,100.0,38.71,23.2895,0
75,-0.0019,0.0003,100.0,518.67,642.84,1585.74,1405.32,14.62,21.61,553.59,2388.08,9052.87,1.3,47.45,521.65,2388.08,8132.53,8.4602,0.03,393,2388,100.0,38.78,23.257,0
76,-0.0016,-0.0003,100.0,518.67,642.39,1586.26,1410.32,14.62,21.61,553.26,2388.1,9065.39,1.3,47.61,521.86,2388.05,8140.16,8.4511,0.03,392,2388,100.0,38.89,23.2843,0
77,0.0019,0.0003,100.0,518.67,642.12,1586.13,1411.53,14.62,21.61,554.18,2388.07,9054.59,1.3,47.52,520.6,2388.11,8138.95,8.397,0.03,392,2388,100.0,38.9,23.4229,0
78,0.0022,-0.0003,100.0,518.67,643.01,1585.52,1398.95,14.62,21.61,553.38,2388.03,9060.48,1.3,47.68,521.36,2388.11,8136.03,8.4404,0.03,393,2388,100.0,39.0,23.2974,0
79,-0.0031,-0.0004,100.0,518.67,642.16,1595.35,1406.42,14.62,21.61,553.47,2388.09,9060.9,1.3,47.45,521.49,2388.13,8139.51,8.4376,0.03,392,2388,100.0,38.71,23.2039,0
80,0.0023,0.0001,100.0,518.67,642.78,1584.48,1404.13,14.62,21.61,553.71,2388.12,9055.14,1.3,47.32,521.34,2388.12,8135.09,8.4529,0.03,391,2388,100.0,38.96,23.2245,0
81,0.0039,-0.0005,100.0,518.67,642.32,1594.53,1408.11,14.62,21.61,553.48,2388.09,9059.64,1.3,47.49,522.22,2388.13,8139.0,8.4313,0.03,392,2388,100.0,38.85,23.1731,0
82,0.0049,0.0003,100.0,518.67,642.7,1595.24,1409.87,14.62,21.61,553.66,2388.09,9057.24,1.3,47.61,521.63,2388.1,8134.96,8.4062,0.03,393,2388,100.0,38.78,23.2977,0
83,0.0025,0.0001,100.0,518.67,642.57,1587.98,1411.69,14.62,21.61,553.08,2388.13,9058.16,1.3,47.64,521.21,2388.05,8136.43,8.45,0.03,394,2388,100.0,38.76,23.3523,0
84,-0.0026,0.0005,100.0,518.67,643.05,1591.41,1404.18,14.62,21.61,553.86,2388.09,9063.41,1.3,47.61,521.38,2388.09,8136.52,8.4268,0.03,393,2388,100.0,38.99,23.4342,0
85,0.0039,0.0004,100.0,518.67,642.42,1590.8,1408.93,14.62,21.61,552.67,2388.15,9058.12,1.3,47.59,521.2,2388.12,8134.75,8.4448,0.03,394,2388,100.0,38.94,23.2896,0
86,0.0002,0.0005,100.0,518.67,642.45,1587.59,1413.29,14.62,21.61,553.99,2388.08,9058.81,1.3,47.48,521.52,2388.11,8140.35,8.4415,0.03,393,2388,100.0,38.92,23.3685,0
87,0.0009,0.0004,100.0,518.67,642.48,1584.93,1405.97,14.62,21.61,554.1,2388.07,9065.12,1.3,47.5,521.58,2388.07,8132.06,8.4489,0.03,393,2388,100.0,38.82,23.3242,0
88,-0.0031,0.0002,100.0,518.67,642.95,1585.66,1406.26,14.62,21.61,553.31,2388.14,9058.93,1.3,47.5,521.47,2388.09,8135.78,8.4603,0.03,392,2388,100.0,38.97,23.3288,0
89,0.0001,-0.0003,100.0,518.67,643.01,1586.38,1408.26,14.62,21.61,553.29,2388.06,9057.78,1.3,47.19,521.02,2388.06,8132.21,8.4391,0.03,392,2388,100.0,39.1,23.1908,0
90,-0.0022,-0.0001,100.0,518.67,643.11,1589.51,1403.95,14.62,21.61,554.15,2388.06,9058.28,1.3,47.69,521.05,2388.17,8136.41,8.4549,0.03,393,2388,100.0,38.77,23.2395,0
91,0.0037,0.0002,100.0,518.67,642.0,1594.55,1408.74,14.62,21.61,552.94,2388.13,9050.04,1.3,47.71,521.3,2388.12,8133.76,8.4531,0.03,393,2388,100.0,38.85,23.2671,0
92,-0.0051,0.0004,100.0,518.67,642.18,1586.24,1415.88,14.62,21.61,553.43,2388.07,9058.71,1.3,47.6,521.38,2388.09,8130.82,8.4091,0.03,393,2388,100.0,38.9,23.2944,0
93,-0.002,-0.0,100.0,518.67,642.08,1593.31,1406.62,14.62,21.61,553.28,2388.1,9057.54,1.3,47.47,521.32,2388.1,8138.9,8.4283,0.03,394,2388,100.0,38.86,23.2829,0
94,0.0028,-0.0004,100.0,518.67,642.58,1591.94,1403.19,14.62,21.61,553.31,2388.09,9062.44,1.3,47.72,521.62,2388.1,8130.64,8.4526,0.03,393,2388,100.0,38.68,23.3217,0
95,-0.0008,-0.0004,100.0,518.67,642.46,1589.32,1404.61,14.62,21.61,553.59,2388.06,9053.59,1.3,47.56,521.46,2388.12,8139.29,8.4217,0.03,392,2388,100.0,38.8,23.258,0
96,0.0011,-0.0,100.0,518.67,643.5,1592.63,1403.79,14.62,21.61,552.61,2388.1,9050.65,1.3,47.38,521.59,2388.14,8134.6,8.4523,0.03,393,2388,100.0,38.93,23.3073,0
97,-0.0011,0.0004,100.0,518.67,642.93,1588.26,1402.18,14.62,21.61,553.43,2388.12,9056.4,1.3,47.65,521.13,2388.09,8137.98,8.4351,0.03,393,2388,100.0,38.89,23.1692,0
98,-0.0017,0.0004,100.0,518.67,642.46,1591.87,1413.51,14.62,21.61,552.86,2388.11,9056.88,1.3,47.38,521.69,2388.1,8134.36,8.4191,0.03,394,2388,100.0,38.78,23.2827,0
99,0.0006,-0.0002,100.0,518.67,642.68,1591.1,1410.55,14.62,21.61,553.75,2388.08,9063.21,1.3,47.58,521.37,2388.08,8137.79,8.4397,0.03,392,2388,100.0,38.49,23.3644,0
100,0.0043,-0.0002,100.0,518.67,642.7,1600.21,1409.02,14.62,21.61,553.54,2388.15,9061.55,1.3,47.59,521.05,2388.08,8134.27,8.4538,0.03,394,2388,100.0,38.75,23.2387,0
101,-0.0008,0.0004,100.0,518.67,642.62,1593.41,1410.69,14.62,21.61,552.85,2388.1,9061.49,1.3,47.58,521.25,2388.11,8138.62,8.4407,0.03,393,2388,100.0,38.79,23.3138,0
102,0.0023,0.0001,100.0,518.67,642.18,1584.15,1411.65,14.62,21.61,553.57,2388.12,9057.2,1.3,47.58,522.04,2388.07,8135.68,8.4904,0.03,392,2388,100.0,38.84,23.2136,0
103,0.0016,-0.0002,100.0,518.67,642.47,1586.35,1405.52,14.62,21.61,553.42,2388.09,9056.01,1.3,47.57,521.52,2388.09,8140.92,8.4548,0.03,394,2388,100.0,38.88,23.366,1
104,0.0033,-0.0002,100.0,518.67,642.42,1592.84,1409.88,14.62,21.61,554.16,2388.16,9064.23,1.3,47.67,521.42,2388.13,8138.76,8.4654,0.03,393,2388,100.0,38.65,23.1391,1
105,0.0003,-0.0004,100.0,518.67,642.73,1592.56,1407.89,14.62,21.61,552.93,2388.1,9054.9,1.3,47.56,521.33,2388.09,8138.06,8.445,0.03,393,2388,100.0,38.82,23.2628,1
106,0.0017,0.0004,100.0,518.67,642.93,1593.8,1413.38,14.62,21.61,553.46,2388.1,9059.81,1.3,47.44,521.18,2388.12,8137.71,8.4744,0.03,392,2388,100.0,38.73,23.2025,1
107,-0.0017,0.0003,100.0,518.67,643.1,1593.66,1411.84,14.62,21.61,552.64,2388.14,9059.99,1.3,47.51,520.85,2388.08,8138.07,8.4371,0.03,393,2388,100.0,38.81,23.2051,1
108,0.0004,0.0003,100.0,518.67,642.5,1590.38,1410.68,14.62,21.61,553.44,2388.09,9061.34,1.3,47.5,521.64,2388.09,8138.24,8.4676,0.03,392,2388,100.0,38.96,23.258,1
109,0.001,-0.0,100.0,518.67,642.9,1593.69,1402.68,14.62,21.61,553.63,2388.11,9058.18,1.3,47.7,521.82,2388.16,8141.3,8.4519,0.03,393,2388,100.0,38.96,23.3049,1
110,0.0049,-0.0003,100.0,518.67,643.13,1593.57,1412.34,14.62,21.61,553.65,2388.1,9058.83,1.3,47.61,521.37,2388.14,8139.39,8.4591,0.03,395,2388,100.0,38.73,23.2537,1
111,-0.0001,-0.0003,100.0,518.67,642.02,1590.21,1412.31,14.62,21.61,552.95,2388.15,9066.8,1.3,47.51,521.4,2388.12,8135.5,8.4438,0.03,393,2388,100.0,38.76,23.2728,1
112,0.0007,-0.0003,100.0,518.67,642.97,1588.7,1410.1,14.62,21.61,553.06,2388.07,9053.61,1.3,47.64,521.06,2388.08,8132.73,8.4215,0.03,393,2388,100.0,38.77,23.2437,1
113,-0.0018,0.0003,100.0,518.67,642.76,1589.73,1405.26,14.62,21.61,552.07,2388.11,9063.88,1.3,47.46,521.23,2388.14,8137.96,8.4281,0.03,393,2388,100.0,38.9,23.3936,1
114,0.0016,0.0002,100.0,518.67,642.94,1593.43,1404.44,14.62,21.61,553.45,2388.15,9061.2,1.3,47.54,521.6,2388.09,8137.39,8.4562,0.03,393,2388,100.0,38.88,23.2815,1
115,-0.0004,-0.0004,100.0,518.67,642.49,1597.87,1406.64,14.62,21.61,552.81,2388.12,9056.71,1.3,47.71,521.06,2388.1,8144.06,8.4496,0.03,393,2388,100.0,38.9,23.2897,1
116,-0.0022,0.0004,100.0,518.67,643.29,1596.46,1413.6,14.62,21.61,553.48,2388.11,9064.45,1.3,47.51,521.03,2388.15,8136.44,8.4392,0.03,394,2388,100.0,38.89,23.3148,1
117,-0.0016,0.0003,100.0,518.67,642.9,1585.0,1410.34,14.62,21.61,553.66,2388.14,9056.37,1.3,47.67,521.23,2388.11,8140.0,8.4542,0.03,393,2388,100.0,38.74,23.1833,1
118,0.0031,-0.0001,100.0,518.67,642.87,1596.69,1414.28,14.62,21.61,553.06,2388.09,9055.29,1.3,47.62,520.96,2388.15,8138.84,8.4279,0.03,394,2388,100.0,38.9,23.2728,1
119,0.0001,0.0004,100.0,518.67,643.07,1590.1,1409.7,14.62,21.61,552.93,2388.14,9060.57,1.3,47.6,521.21,2388.15,8134.46,8.4551,0.03,394,2388,100.0,38.6,23.2343,1
120,0.0003,0.0001,100.0,518.67,642.91,1587.62,1419.2,14.62,21.61,553.02,2388.14,9067.52,1.3,47.53,521.23,2388.14,8134.12,8.4474,0.03,394,2388,100.0,38.5,23.3792,1
121,0.0028,0.0005,100.0,518.67,642.22,1597.69,1410.1,14.62,21.61,553.5,2388.09,9062.46,1.3,47.61,521.05,2388.15,8139.65,8.4548,0.03,394,2388,100.0,38.86,23.3728,1
122,-0.0005,0.0005,100.0,518.67,642.88,1592.49,1410.84,14.62,21.61,552.86,2388.09,9052.8,1.3,47.73,521.35,2388.2,8135.09,8.4298,0.03,394,2388,100.0,38.9,23.2904,1
123,0.0029,-0.0004,100.0,518.67,642.58,1596.63,1420.33,14.62,21.61,553.45,2388.08,9056.37,1.3,47.8,521.12,2388.14,8137.69,8.4678,0.03,394,2388,100.0,38.87,23.3277,1
124,0.0018,0.0,100.0,518.67,642.94,1590.51,1414.41,14.62,21.61,552.63,2388.1,9059.58,1.3,47.69,521.17,2388.13,8134.11,8.4694,0.03,394,2388,100.0,38.7,23.293,1
125,0.0033,0.0005,100.0,518.67,643.34,1588.85,1408.72,14.62,21.61,551.73,2388.14,9057.86,1.3,47.75,520.7,2388.15,8139.19,8.4689,0.03,395,2388,100.0,38.77,23.2413,1
126,0.0026,-0.0002,100.0,518.67,642.97,1596.49,1406.47,14.62,21.61,553.6,2388.11,9055.44,1.3,47.79,520.99,2388.13,8136.95,8.4548,0.03,394,2388,100.0,38.69,23.1641,1
127,0.0016,0.0,100.0,518.67,643.27,1592.49,1414.14,14.62,21.61,552.71,2388.15,9065.16,1.3,47.85,520.76,2388.11,8139.31,8.5174,0.03,394,2388,100.0,38.74,23.3009,1
128,-0.0034,-0.0001,100.0,518.67,642.4,1596.06,1411.0,14.62,21.61,552.54,2388.13,9057.31,1.3,47.71,521.5,2388.09,8133.23,8.455,0.03,393,2388,100.0,38.64,23.1964,1
129,-0.002,-0.0001,100.0,518.67,642.69,1589.53,1411.48,14.62,21.61,553.7,2388.12,9063.93,1.3,47.61,520.71,2388.2,8133.16,8.4319,0.03,394,2388,100.0,38.85,23.2526,1
130,0.0037,-0.0004,100.0,518.67,642.98,1590.62,1420.88,14.62,21.61,552.82,2388.21,9062.03,1.3,47.91,521.1,2388.15,8136.45,8.4549,0.03,396,2388,100.0,38.6,23.2767,1
131,0.0007,0.0001,100.0,518.67,642.94,1592.33,1411.44,14.62,21.61,552.73,2388.16,9054.35,1.3,47.77,520.6,2388.19,8136.34,8.4812,0.03,394,2388,100.0,38.82,23.238,1
132,-0.0029,-0.0002,100.0,518.67,642.92,1597.71,1412.46,14.62,21.61,553.02,2388.16,9060.88,1.3,47.86,520.64,2388.13,8142.63,8.488,0.03,395,2388,100.0,38.77,23.2698,1
133,0.0036,0.0,100.0,518.67,643.03,1597.67,1407.3,14.62,21.61,552.48,2388.1,9057.87,1.3,47.51,520.71,2388.2,8138.42,8.502,0.03,395,2388,100.0,38.62,23.2633,1
134,0.0021,-0.0001,100.0,518.67,642.92,1591.59,1414.49,14.62,21.61,552.92,2388.16,9059.4,1.3,47.62,520.8,2388.14,8139.26,8.4715,0.03,393,2388,100.0,38.85,23.2789,1
135,0.0043,-0.0003,100.0,518.67,642.66,1601.16,1414.92,14.62,21.61,552.27,2388.17,9051.1,1.3,47.71,521.54,2388.15,8131.66,8.4692,0.03,393,2388,100.0,38.77,23.1968,1
136,0.0003,-0.0001,100.0,518.67,642.67,1595.13,1415.66,14.62,21.61,552.19,2388.14,9061.8,1.3,47.65,520.9,2388.17,8139.82,8.4836,0.03,395,2388,100.0,38.48,23.09,1
137,-0.0006,0.0,100.0,518.67,643.15,1595.63,1423.96,14.62,21.61,552.86,2388.18,9068.76,1.3,47.86,520.89,2388.08,8132.11,8.4709,0.03,395,2388,100.0,38.87,23.0869,2
138,-0.004,0.0005,100.0,518.67,642.88,1590.88,1417.47,14.62,21.61,552.03,2388.18,9065.09,1.3,47.64,520.66,2388.12,8138.54,8.4649,0.03,395,2388,100.0,38.78,23.1779,2
139,0.0019,0.0004,100.0,518.67,643.06,1593.87,1418.65,14.62,21.61,552.92,2388.15,9052.36,1.3,47.8,520.98,2388.16,8135.82,8.4604,0.03,393,2388,100.0,38.68,23.1961,2
